,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,a,b,c,damormertebe
1615,655000.0,4.0,2.25,2060.0,8470,1.0,0.0,0.0,3.0,1440.0,620.0,1983.0,2009.0,4730 162nd Ct SE,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
1616,1365000.0,3.0,2.5,2090.0,6000,1.5,0.0,0.0,4.0,2090.0,0.0,1928.0,0.0,3832 43rd Ave NE,Seattle,WA 98105,USA,1.5,True,small house,dam
1617,458000.0,5.0,2.5,3090.0,23265,1.0,0.0,0.0,3.0,2990.0,100.0,1957.0,2000.0,9631 NE 198th St,Bothell,WA 98011,USA,2.5,True,standard house,mertebe
1618,330000.0,2.0,2.5,1240.0,1546,2.0,0.0,0.0,3.0,1240.0,0.0,2007.0,0.0,4346 28th Ave S,Seattle,WA 98108,USA,1.0,False,small house,mertebe
1619,384950.0,3.0,2.5,1860.0,3690,2.0,0.0,0.0,3.0,1860.0,0.0,2000.0,0.0,7556 NE 203rd St,Kenmore,WA 98028,USA,1.5,True,small house,mertebe
1620,560000.0,3.0,1.5,2000.0,7350,1.0,0.0,0.0,3.0,2000.0,0.0,1953.0,0.0,10605 9th Ave NW,Seattle,WA 98177,USA,1.5,True,small house,mertebe
1621,950000.0,4.0,1.75,2500.0,92347,1.0,0.0,0.0,4.0,1500.0,1000.0,1970.0,0.0,7615 E Mercer Way,Mercer Island,WA 98040,USA,2.0,True,standard house,mertebe
1622,465000.0,4.0,2.25,1820.0,20349,1.0,0.0,0.0,5.0,1340.0,480.0,1977.0,0.0,15812 182nd Ave NE,Woodinville,WA 98072,USA,2.0,True,standard house,mertebe
1623,425000.0,3.0,2.25,1820.0,8058,1.0,0.0,0.0,3.0,1260.0,560.0,1974.0,0.0,13807 129th Pl NE,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
1624,315000.0,3.0,2.0,1060.0,5750,1.0,0.0,0.0,3.0,1060.0,0.0,1981.0,2013.0,5452 31st Ave SW,Seattle,WA 98126,USA,1.5,True,small house,mertebe
1625,530000.0,3.0,2.5,1950.0,9906,2.0,0.0,0.0,3.0,1950.0,0.0,1988.0,2000.0,23438 NE 29th Pl,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
1626,399000.0,2.0,1.0,940.0,4800,1.0,0.0,0.0,4.0,940.0,0.0,1911.0,1955.0,3209 63rd Ave SW,Seattle,WA 98116,USA,1.0,False,small house,mertebe
1627,168000.0,2.0,1.5,1220.0,3568,1.5,0.0,0.0,4.0,1220.0,0.0,1976.0,1992.0,24709 13th Ave S,Des Moines,WA 98198,USA,1.0,False,small house,dam
1628,1886700.0,5.0,3.5,4180.0,17935,2.0,0.0,0.0,3.0,4180.0,0.0,2004.0,2003.0,2526 104th Ave SE,Bellevue,WA 98004,USA,2.5,True,standard house,mertebe
1629,374000.0,3.0,1.0,1200.0,9800,1.0,0.0,0.0,4.0,1200.0,0.0,1971.0,0.0,15616 173rd Ave NE,Woodinville,WA 98072,USA,1.5,True,small house,mertebe
1630,740000.0,5.0,3.75,3990.0,18897,2.0,0.0,0.0,3.0,3090.0,900.0,1937.0,2010.0,1714 NE Brockman Pl,Seattle,WA 98125,USA,2.5,True,standard house,mertebe
1631,280000.0,2.0,1.0,1880.0,7560,1.0,0.0,0.0,3.0,940.0,940.0,1919.0,2001.0,8611 32nd Ave SW,Seattle,WA 98126,USA,1.0,False,small house,mertebe
1632,322000.0,4.0,2.5,2280.0,7200,2.0,0.0,0.0,3.0,2280.0,0.0,1994.0,0.0,10012 SE 244th Ct,Kent,WA 98030,USA,2.0,True,standard house,mertebe
1633,459900.0,3.0,1.75,2580.0,11000,1.0,0.0,0.0,4.0,1290.0,1290.0,1951.0,1999.0,4525 119th Ave SE,Bellevue,WA 98006,USA,1.5,True,small house,mertebe
1634,750000.0,4.0,2.75,2600.0,4674,1.0,0.0,0.0,3.0,1560.0,1040.0,1976.0,0.0,6820 39th Ave NE,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
1635,1256500.0,4.0,2.5,3150.0,13700,2.0,0.0,0.0,4.0,3150.0,0.0,1966.0,0.0,8551 SE 80th St,Mercer Island,WA 98040,USA,2.0,True,standard house,mertebe
1636,3710000.0,4.0,3.5,5550.0,28078,2.0,0.0,2.0,4.0,3350.0,2200.0,2000.0,0.0,3222 78th Pl NE,Medina,WA 98039,USA,2.0,True,standard house,mertebe
1637,427000.0,5.0,2.75,2220.0,4000,1.0,0.0,0.0,3.0,1230.0,990.0,1973.0,2013.0,3112 21st Ave S,Seattle,WA 98144,USA,2.5,True,standard house,mertebe
1638,800000.0,2.0,2.25,1730.0,31491,2.0,1.0,2.0,4.0,1730.0,0.0,1947.0,1988.0,10060 SW Dock St,Vashon,WA 98070,USA,1.0,False,small house,mertebe
1639,735000.0,4.0,3.0,2840.0,4120,1.5,0.0,0.0,4.0,2060.0,780.0,1931.0,0.0,3849 Cascadia Ave S,Seattle,WA 98118,USA,2.0,True,standard house,dam
1640,642000.0,4.0,2.5,2560.0,8780,2.0,0.0,0.0,3.0,2560.0,0.0,1992.0,0.0,3964 262nd Ave SE,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
1641,240000.0,3.0,2.0,1330.0,6000,1.0,0.0,0.0,4.0,630.0,700.0,1900.0,1971.0,527 S Donovan St,Seattle,WA 98108,USA,1.5,True,small house,mertebe
1642,645500.0,2.0,1.0,1890.0,5202,1.5,0.0,0.0,4.0,1890.0,0.0,1909.0,1989.0,6723 17th Ave NW,Seattle,WA 98117,USA,1.0,False,small house,dam
1643,840000.0,7.0,4.5,4290.0,37607,1.5,0.0,0.0,5.0,4290.0,0.0,1982.0,0.0,13527 231st Pl SE,Issaquah,WA 98027,USA,3.5,True,large house,dam
1644,475000.0,2.0,2.0,1540.0,54450,2.0,0.0,0.0,3.0,1540.0,0.0,1983.0,2009.0,3304 288th Ave NE,Redmond,WA 98053,USA,1.0,False,small house,mertebe
1645,568000.0,4.0,2.0,2340.0,50233,1.0,0.0,0.0,4.0,1170.0,1170.0,1966.0,0.0,2202 238th Ave SE,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
1646,325000.0,3.0,1.75,2180.0,10230,1.0,0.0,0.0,4.0,1090.0,1090.0,1961.0,2001.0,9670 41st Ave S,Seattle,WA 98118,USA,1.5,True,small house,mertebe
1647,825500.0,3.0,2.5,2780.0,11964,2.0,0.0,0.0,3.0,2780.0,0.0,2009.0,0.0,12449 94th Ave NE,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
1648,499431.0,4.0,2.75,2620.0,6019,2.0,0.0,0.0,3.0,2620.0,0.0,2013.0,1923.0,1107 SE 10th St,North Bend,WA 98045,USA,2.0,True,standard house,mertebe
1649,919204.0,4.0,3.5,3760.0,5000,2.0,0.0,0.0,3.0,2860.0,900.0,2014.0,0.0,2822 NW 74th St,Seattle,WA 98117,USA,2.0,True,standard house,mertebe
1650,545000.0,4.0,2.5,2720.0,4738,2.0,0.0,0.0,3.0,2720.0,0.0,2012.0,1912.0,35229 SE Terrace St,Snoqualmie,WA 98065,USA,2.0,True,standard house,mertebe
1651,660000.0,3.0,2.25,2675.0,40910,2.0,0.0,0.0,3.0,2675.0,0.0,1984.0,0.0,21311 SE 20th St,Sammamish,WA 98075,USA,1.5,True,small house,mertebe
1652,538888.0,5.0,2.75,2080.0,13189,2.0,0.0,0.0,3.0,2080.0,0.0,1987.0,2000.0,23022 NE 21st St,Sammamish,WA 98074,USA,2.5,True,standard house,mertebe
1653,693000.0,3.0,2.5,2460.0,12028,2.0,0.0,0.0,3.0,2460.0,0.0,1996.0,0.0,Valley View Trail,Redmond,WA 98052,USA,1.5,True,small house,mertebe
1654,289950.0,3.0,2.5,1960.0,3480,2.0,0.0,0.0,3.0,1960.0,0.0,2004.0,2003.0,2826 Access Rd,Renton,WA 98056,USA,1.5,True,small house,mertebe
1655,587000.0,4.0,2.5,2550.0,6256,2.0,0.0,0.0,3.0,2550.0,0.0,1992.0,0.0,13013 NE 202nd Pl,Woodinville,WA 98072,USA,2.0,True,standard house,mertebe
1656,615000.0,3.0,2.25,1760.0,1146,3.0,0.0,0.0,3.0,1760.0,0.0,2014.0,0.0,601 22nd Ave,Seattle,WA 98122,USA,1.5,True,small house,mertebe
1657,459000.0,3.0,1.75,1620.0,7330,1.0,0.0,0.0,4.0,1090.0,530.0,1974.0,0.0,9607 NE 128th St,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
1658,243000.0,3.0,1.75,1790.0,12000,1.0,0.0,0.0,3.0,1040.0,750.0,1960.0,2012.0,23042 16th Ave S,Des Moines,WA 98198,USA,1.5,True,small house,mertebe
1659,1505000.0,4.0,3.5,3480.0,7232,2.0,0.0,0.0,3.0,2580.0,900.0,1926.0,2010.0,1905 33rd Ave S,Seattle,WA 98144,USA,2.0,True,standard house,mertebe
1660,660000.0,4.0,1.75,2780.0,9900,2.0,0.0,0.0,4.0,2780.0,0.0,1978.0,2000.0,20850 NE 26th Pl,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
1661,1595000.0,5.0,3.0,3640.0,8239,2.0,0.0,3.0,3.0,2540.0,1100.0,1982.0,0.0,17200 SE 29th Ct,Bellevue,WA 98008,USA,2.5,True,standard house,mertebe
1662,250000.0,1.0,1.0,750.0,4000,1.0,0.0,0.0,3.0,750.0,0.0,1918.0,0.0,4356 SW Concord St,Seattle,WA 98136,USA,0.5,False,small house,mertebe
1663,315000.0,3.0,1.0,960.0,6634,1.0,0.0,0.0,3.0,960.0,0.0,1952.0,2008.0,1715 NE 135th St,Seattle,WA 98125,USA,1.5,True,small house,mertebe
1664,404000.0,3.0,1.5,2030.0,8880,1.0,0.0,0.0,3.0,1330.0,700.0,1963.0,2008.0,4915 17th Ave S,Seattle,WA 98108,USA,1.5,True,small house,mertebe
1665,559900.0,3.0,2.75,2930.0,5569,1.0,0.0,0.0,3.0,1860.0,1070.0,2004.0,2003.0,18960 131st Pl NE,Woodinville,WA 98072,USA,1.5,True,small house,mertebe
1666,285000.0,2.0,2.5,1380.0,1073,2.0,0.0,0.0,3.0,1140.0,240.0,2011.0,0.0,2802 SW Bataan St,Seattle,WA 98126,USA,1.0,False,small house,mertebe
1667,500000.0,3.0,2.0,1720.0,5525,1.0,0.0,2.0,5.0,960.0,760.0,1941.0,0.0,4825 27th Ave S,Seattle,WA 98108,USA,1.5,True,small house,mertebe
1668,380000.0,2.0,1.0,1210.0,4800,1.0,0.0,0.0,3.0,1060.0,150.0,1950.0,2005.0,4532 13th Ave S,Seattle,WA 98108,USA,1.0,False,small house,mertebe
1669,469000.0,3.0,1.0,950.0,4250,1.5,0.0,0.0,5.0,950.0,0.0,1948.0,1985.0,1911 E Columbia St,Seattle,WA 98122,USA,1.5,True,small house,dam
1670,405000.0,2.0,1.75,1710.0,4234,2.0,0.0,0.0,3.0,1330.0,380.0,1920.0,1979.0,4131 SW Kenyon St,Seattle,WA 98136,USA,1.0,False,small house,mertebe
1671,439900.0,2.0,2.0,1410.0,12282,1.5,0.0,0.0,5.0,1410.0,0.0,1909.0,1988.0,31103 SE 85th Pl,Preston,WA 98050,USA,1.0,False,small house,dam
1672,525000.0,4.0,2.5,2910.0,7631,2.0,0.0,2.0,3.0,2910.0,0.0,2006.0,0.0,25480 SE 275th Pl,Maple Valley,WA 98038,USA,2.0,True,standard house,mertebe
1673,580000.0,4.0,2.5,2220.0,7064,2.0,0.0,0.0,3.0,2220.0,0.0,1988.0,2000.0,4055 238th Pl SE,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
1674,1250000.0,5.0,3.25,3160.0,13238,2.0,0.0,0.0,5.0,3160.0,0.0,1972.0,0.0,7325 86th Ave SE,Mercer Island,WA 98040,USA,2.5,True,standard house,mertebe
1675,275000.0,3.0,2.0,1380.0,4500,1.0,0.0,0.0,3.0,1380.0,0.0,2008.0,0.0,24031 SE 262nd Pl,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
1676,629000.0,3.0,2.0,1760.0,5000,1.0,0.0,0.0,5.0,960.0,800.0,1920.0,0.0,2439 Piedmont Pl W,Seattle,WA 98199,USA,1.5,True,small house,mertebe
1677,395000.0,1.0,1.0,730.0,3000,1.0,0.0,0.0,3.0,730.0,0.0,1911.0,1979.0,6215 30th Ave NW,Seattle,WA 98107,USA,0.5,False,small house,mertebe
1678,965000.0,4.0,2.5,2460.0,5000,2.0,0.0,0.0,5.0,1620.0,840.0,1938.0,0.0,1024 Washington Pl E,Seattle,WA 98112,USA,2.0,True,standard house,mertebe
1679,820000.0,3.0,1.75,2160.0,6272,1.0,0.0,0.0,4.0,1390.0,770.0,1960.0,2001.0,2000-2098 NE 68th St,Seattle,WA 98115,USA,1.5,True,small house,mertebe
1680,661000.0,4.0,2.25,1990.0,4600,1.5,0.0,2.0,4.0,1420.0,570.0,1932.0,1958.0,4426 38th Ave SW,Seattle,WA 98126,USA,2.0,True,standard house,dam
1681,789000.0,3.0,3.0,3740.0,39640,2.0,0.0,2.0,3.0,3740.0,0.0,1991.0,0.0,9900 SW Quartermaster Dr,Vashon,WA 98070,USA,1.5,True,small house,mertebe
1682,668500.0,4.0,2.5,2710.0,5500,2.0,0.0,0.0,3.0,2710.0,0.0,1999.0,0.0,667 237th Pl SE,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
1683,350000.0,3.0,2.5,2680.0,7836,2.0,0.0,0.0,3.0,2680.0,0.0,1990.0,2009.0,31456 117th Pl SE,Auburn,WA 98092,USA,1.5,True,small house,mertebe
1684,250000.0,4.0,2.0,1850.0,7560,1.0,0.0,0.0,4.0,1540.0,310.0,1978.0,2000.0,4511 S 262nd St,Kent,WA 98032,USA,2.0,True,standard house,mertebe
1685,725995.0,4.0,2.5,3190.0,7869,2.0,0.0,2.0,3.0,3190.0,0.0,2001.0,0.0,7704 Heather Ave SE,Snoqualmie,WA 98065,USA,2.0,True,standard house,mertebe
1686,1000000.0,3.0,2.5,2730.0,5832,2.0,0.0,0.0,3.0,2730.0,0.0,1998.0,2006.0,13428 NE 12th Pl,Bellevue,WA 98005,USA,1.5,True,small house,mertebe
1687,686000.0,3.0,1.5,1840.0,9990,2.0,0.0,0.0,5.0,1840.0,0.0,1961.0,0.0,11727 9th Ave NW,Seattle,WA 98177,USA,1.5,True,small house,mertebe
1688,665000.0,4.0,2.5,2720.0,10000,2.0,0.0,0.0,3.0,2720.0,0.0,1987.0,2000.0,2110 216th Pl NE,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
1689,1965221.0,4.0,3.5,4370.0,8510,2.0,0.0,1.0,3.0,3610.0,760.0,2003.0,0.0,2523-2533 103rd Ave SE,Bellevue,WA 98004,USA,2.0,True,standard house,mertebe
1690,653000.0,3.0,2.5,2290.0,3475,2.0,0.0,0.0,3.0,2290.0,0.0,2006.0,0.0,2172 NE Noble St,Issaquah,WA 98029,USA,1.5,True,small house,mertebe
1691,430000.0,2.0,1.0,990.0,4802,1.0,0.0,0.0,3.0,990.0,0.0,1947.0,2012.0,8059 Loyal Way NW,Seattle,WA 98117,USA,1.0,False,small house,mertebe
1692,305000.0,2.0,1.5,1140.0,2980,2.0,0.0,0.0,3.0,1140.0,0.0,1988.0,2000.0,4150 244th Pl SE,Issaquah,WA 98029,USA,1.0,False,small house,mertebe
1693,809000.0,4.0,1.5,1840.0,4337,2.0,0.0,0.0,4.0,1840.0,0.0,1917.0,0.0,1218 19th Ave E,Seattle,WA 98112,USA,2.0,True,standard house,mertebe
1694,440150.0,2.0,1.0,1110.0,6800,1.0,0.0,0.0,5.0,1000.0,110.0,1947.0,0.0,12216 Greenwood Ave N,Seattle,WA 98133,USA,1.0,False,small house,mertebe
1695,615000.0,4.0,2.5,2150.0,9070,2.0,0.0,0.0,4.0,2150.0,0.0,1985.0,0.0,14151 174th Pl NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
1696,1035000.0,3.0,2.5,2230.0,5750,2.0,0.0,0.0,3.0,2230.0,0.0,2003.0,0.0,1840-1846 9th St W,Kirkland,WA 98033,USA,1.5,True,small house,mertebe
1697,455000.0,2.0,1.0,1170.0,6000,1.0,0.0,0.0,4.0,970.0,200.0,1941.0,1998.0,9552 Phinney Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
1698,635000.0,3.0,2.5,1960.0,7200,1.0,0.0,0.0,4.0,980.0,980.0,1940.0,2001.0,4131 51st Ave S,Seattle,WA 98118,USA,1.5,True,small house,mertebe
1699,675000.0,3.0,2.25,2610.0,9002,2.0,0.0,0.0,3.0,2610.0,0.0,1988.0,2000.0,10090 177th Ave NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
1700,316000.0,3.0,2.25,2130.0,8721,1.0,0.0,0.0,3.0,1570.0,560.0,1987.0,2000.0,20312 102nd Pl SE,Kent,WA 98031,USA,1.5,True,small house,mertebe
1701,955000.0,3.0,2.25,3020.0,43560,2.0,0.0,0.0,3.0,2720.0,300.0,1969.0,2010.0,12599 NE 39th St,Bellevue,WA 98005,USA,1.5,True,small house,mertebe
1702,985000.0,3.0,1.75,1670.0,5400,2.0,0.0,0.0,5.0,1670.0,0.0,1912.0,0.0,1808 38th Ave E,Seattle,WA 98112,USA,1.5,True,small house,mertebe
1703,465500.0,3.0,1.75,1890.0,7004,1.0,0.0,0.0,3.0,1290.0,600.0,1965.0,1993.0,5047 43rd Ave S,Seattle,WA 98118,USA,1.5,True,small house,mertebe
1704,305000.0,3.0,1.0,950.0,13475,1.0,0.0,0.0,3.0,950.0,0.0,1950.0,2005.0,2023 NE 175th St,Shoreline,WA 98155,USA,1.5,True,small house,mertebe
1705,645000.0,4.0,2.5,2430.0,14400,1.0,0.0,0.0,5.0,1670.0,760.0,1963.0,0.0,15048 NE 11th Pl,Bellevue,WA 98007,USA,2.0,True,standard house,mertebe
1706,730000.0,4.0,2.0,2360.0,6000,1.0,0.0,0.0,5.0,1260.0,1100.0,1939.0,0.0,3635 41st Ave W,Seattle,WA 98199,USA,2.0,True,standard house,mertebe
1707,366000.0,3.0,1.75,1510.0,8301,1.0,0.0,0.0,3.0,1510.0,0.0,1967.0,2011.0,8835 NE 138th St,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
1708,290000.0,3.0,2.5,2080.0,4828,2.0,0.0,0.0,3.0,2080.0,0.0,2002.0,0.0,25420 157th Ave SE,Covington,WA 98042,USA,1.5,True,small house,mertebe
1709,472500.0,3.0,2.0,1750.0,15500,1.0,0.0,0.0,3.0,1490.0,260.0,1982.0,0.0,20604 SE 24th St,Sammamish,WA 98075,USA,1.5,True,small house,mertebe
1710,550000.0,3.0,2.0,1810.0,4064,1.5,0.0,0.0,3.0,1810.0,0.0,1925.0,2002.0,7820 Ashworth Ave N,Seattle,WA 98103,USA,1.5,True,small house,dam
1711,410000.0,4.0,1.75,1790.0,11875,1.0,0.0,0.0,4.0,1490.0,300.0,1969.0,0.0,560 SW Fernwood St,Issaquah,WA 98027,USA,2.0,True,standard house,mertebe
1712,440000.0,4.0,2.75,2340.0,11034,1.0,0.0,0.0,3.0,1720.0,620.0,1967.0,2011.0,19311 47th Ave NE,Lake Forest Park,WA 98155,USA,2.0,True,standard house,mertebe
1713,535000.0,3.0,2.5,1690.0,9626,2.0,0.0,0.0,3.0,1690.0,0.0,1984.0,0.0,4501-4507 186th Ave SE,Issaquah,WA 98027,USA,1.5,True,small house,mertebe
1714,300000.0,4.0,2.5,2070.0,7476,2.0,0.0,0.0,3.0,2070.0,0.0,2003.0,0.0,11366 SE 298th Pl,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
1715,432500.0,3.0,2.5,2240.0,6396,2.0,0.0,0.0,3.0,2240.0,0.0,2002.0,0.0,7311 Silent Creek Ave SE,Snoqualmie,WA 98065,USA,1.5,True,small house,mertebe
1716,870000.0,4.0,3.0,4500.0,21780,2.0,0.0,2.0,3.0,3040.0,1460.0,1980.0,0.0,5003 E Mercer Way,Mercer Island,WA 98040,USA,2.0,True,standard house,mertebe
1717,492000.0,3.0,1.75,2770.0,39927,1.0,0.0,0.0,4.0,1580.0,1190.0,1978.0,2000.0,15017 253rd Ave SE,Issaquah,WA 98027,USA,1.5,True,small house,mertebe
1718,199950.0,3.0,1.0,1010.0,7245,1.0,0.0,0.0,3.0,1010.0,0.0,1969.0,2010.0,29910-29918 21st Ave S,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
1719,439800.0,3.0,1.5,1120.0,6900,1.0,0.0,0.0,5.0,1120.0,0.0,1956.0,0.0,15524 SE 9th St,Bellevue,WA 98007,USA,1.5,True,small house,mertebe
1720,320000.0,5.0,2.5,3020.0,21441,1.0,0.0,0.0,4.0,1510.0,1510.0,1978.0,2000.0,29234 158th Ave SE,Kent,WA 98042,USA,2.5,True,standard house,mertebe
1721,687000.0,4.0,3.25,4400.0,186846,2.0,0.0,0.0,4.0,4400.0,0.0,1993.0,0.0,28808 SE Mud Mountain Rd,Enumclaw,WA 98022,USA,2.0,True,standard house,mertebe
1722,345000.0,3.0,1.75,1990.0,5650,1.0,0.0,1.0,3.0,1320.0,670.0,1963.0,2008.0,10238 65th Ave S,Seattle,WA 98178,USA,1.5,True,small house,mertebe
1723,274950.0,3.0,1.0,1450.0,8820,1.0,0.0,0.0,3.0,1050.0,400.0,1958.0,2004.0,5619 S 149th St,Tukwila,WA 98168,USA,1.5,True,small house,mertebe
1724,270000.0,4.0,2.5,1920.0,8497,2.0,0.0,0.0,3.0,1920.0,0.0,1998.0,2006.0,5307-5311 Quincy Ave SE,Auburn,WA 98092,USA,2.0,True,standard house,mertebe
1725,342000.0,2.0,2.5,1175.0,1366,2.0,0.0,0.0,3.0,740.0,435.0,2005.0,0.0,9219 Stone Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
1726,327000.0,3.0,1.5,1320.0,13200,1.0,0.0,0.0,3.0,1320.0,0.0,1970.0,2014.0,11406 Nile Ave NE,Renton,WA 98059,USA,1.5,True,small house,mertebe
1727,610000.0,5.0,2.5,3990.0,3839,1.0,0.0,0.0,4.0,1990.0,2000.0,1962.0,0.0,431 26th Ave E,Seattle,WA 98112,USA,2.5,True,standard house,mertebe
1728,455000.0,2.0,1.0,1140.0,5720,1.0,0.0,0.0,3.0,850.0,290.0,1947.0,2012.0,2711 NE 75th St,Seattle,WA 98115,USA,1.0,False,small house,mertebe
1729,540000.0,4.0,1.75,1720.0,4240,1.5,0.0,0.0,4.0,1460.0,260.0,1925.0,1968.0,2722 30th Ave S,Seattle,WA 98144,USA,2.0,True,standard house,dam
1730,411000.0,4.0,2.75,2150.0,9915,1.0,0.0,0.0,5.0,1240.0,910.0,1976.0,0.0,7302 127th Pl SE,Newcastle,WA 98056,USA,2.0,True,standard house,mertebe
1731,544000.0,3.0,1.5,1790.0,8203,1.5,0.0,1.0,3.0,1790.0,0.0,1910.0,2006.0,Schmitz Park to Alki Trail,Seattle,WA 98116,USA,1.5,True,small house,dam
1732,802000.0,2.0,2.5,2210.0,6327,1.0,0.0,0.0,3.0,2210.0,0.0,2003.0,0.0,23216 NE 126th St,Redmond,WA 98053,USA,1.0,False,small house,mertebe
1733,568500.0,3.0,2.75,2180.0,7519,1.0,0.0,0.0,4.0,1310.0,870.0,1981.0,0.0,10629 161st Avenue Northeast,Redmond,WA 98052,USA,1.5,True,small house,mertebe
1734,391000.0,3.0,2.25,1410.0,1290,2.0,0.0,0.0,3.0,1290.0,120.0,2004.0,2003.0,2134 NW Boulder Way Dr,Issaquah,WA 98027,USA,1.5,True,small house,mertebe
1735,298000.0,3.0,2.5,1950.0,3600,2.0,0.0,0.0,3.0,1950.0,0.0,2010.0,0.0,24032 SE 263rd Pl,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
1736,400000.0,3.0,2.5,1495.0,936,3.0,0.0,0.0,3.0,1405.0,90.0,2006.0,0.0,1108 29th Ave S,Seattle,WA 98144,USA,1.5,True,small house,mertebe
1737,425000.0,3.0,2.25,1660.0,6000,1.0,0.0,0.0,3.0,1110.0,550.0,1979.0,2014.0,942 27th Ave,Seattle,WA 98122,USA,1.5,True,small house,mertebe
1738,328500.0,3.0,2.5,1950.0,8130,2.0,0.0,0.0,4.0,1950.0,0.0,1990.0,0.0,23915 135th Pl SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
1739,650000.0,5.0,2.75,2550.0,5040,1.5,0.0,0.0,5.0,2550.0,0.0,1902.0,0.0,1417 26th Ave,Seattle,WA 98122,USA,2.5,True,standard house,dam
1740,850000.0,3.0,1.75,1370.0,3850,1.0,0.0,0.0,5.0,770.0,600.0,1911.0,1988.0,2015 42nd Ave E,Seattle,WA 98112,USA,1.5,True,small house,mertebe
1741,930000.0,4.0,2.5,2200.0,4000,2.0,0.0,0.0,5.0,1430.0,770.0,1908.0,0.0,2418 10th Ave W,Seattle,WA 98119,USA,2.0,True,standard house,mertebe
1742,530000.0,3.0,1.75,1250.0,6041,1.5,0.0,0.0,5.0,1250.0,0.0,1942.0,0.0,2202 NE 83rd St,Seattle,WA 98115,USA,1.5,True,small house,dam
1743,495000.0,4.0,2.25,2220.0,8872,1.0,0.0,0.0,4.0,1110.0,1110.0,1961.0,2001.0,5918 128th Ave SE,Bellevue,WA 98006,USA,2.0,True,standard house,mertebe
1744,500000.0,3.0,1.75,1620.0,4200,1.0,0.0,0.0,5.0,830.0,790.0,1945.0,0.0,6209 40th Ave NE,Seattle,WA 98115,USA,1.5,True,small house,mertebe
1745,325000.0,3.0,1.75,2250.0,26337,1.0,0.0,0.0,3.0,2250.0,0.0,1980.0,0.0,33316 E Lake Holm Dr SE,Auburn,WA 98092,USA,1.5,True,small house,mertebe
1746,365000.0,3.0,2.5,1720.0,99916,2.0,0.0,0.0,4.0,1720.0,0.0,1990.0,0.0,29245 188 Ave SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
1747,471000.0,4.0,2.5,3030.0,9687,2.0,0.0,0.0,3.0,2020.0,1010.0,1998.0,2006.0,1165 SW 12th St,North Bend,WA 98045,USA,2.0,True,standard house,mertebe
1748,223000.0,3.0,1.0,1030.0,9120,1.0,0.0,0.0,3.0,1030.0,0.0,1961.0,2004.0,26825 33rd Ave S,Kent,WA 98032,USA,1.5,True,small house,mertebe
1749,503000.0,3.0,2.5,2190.0,4882,2.0,0.0,0.0,3.0,2190.0,0.0,1999.0,0.0,18649 22nd Pl NE,Lake Forest Park,WA 98155,USA,1.5,True,small house,mertebe
1750,230000.0,3.0,2.0,1440.0,5600,1.0,0.0,0.0,4.0,720.0,720.0,1942.0,2007.0,2508 NE 7th St,Renton,WA 98056,USA,1.5,True,small house,mertebe
1751,550000.0,4.0,2.5,2170.0,9600,1.0,0.0,0.0,3.0,1460.0,710.0,1980.0,0.0,8520 169th Ct NE,Redmond,WA 98052,USA,2.0,True,standard house,mertebe
1752,1100000.0,4.0,3.75,2930.0,3200,1.5,0.0,0.0,5.0,2130.0,800.0,1925.0,0.0,115 W Raye St,Seattle,WA 98119,USA,2.0,True,standard house,dam
1753,193000.0,3.0,1.5,1180.0,9048,1.0,0.0,0.0,3.0,1180.0,0.0,1960.0,2012.0,454 S 190th St,Burien,WA 98148,USA,1.5,True,small house,mertebe
1754,590000.0,4.0,4.25,2360.0,57514,2.0,0.0,0.0,4.0,2360.0,0.0,1939.0,1987.0,2862 S 354th Ln,Federal Way,WA 98003,USA,2.0,True,standard house,mertebe
1755,712500.0,3.0,1.5,1660.0,8797,1.0,0.0,0.0,4.0,1660.0,0.0,1956.0,0.0,10414 SE 24th Pl,Bellevue,WA 98004,USA,1.5,True,small house,mertebe
